timestamp,open,high,low,close,volume,close_time,quote_volume,symbol
2025-10-12 21:15:00,197.4,197.54,194.72,195.94,20150.364,1760304600000,3955532.38,SOLUSDT
2025-10-12 21:30:00,195.94,196.03,193.07,194.37,25064.913,1760305500000,4875630.84,SOLUSDT
2025-10-12 21:45:00,194.37,195.57,194.37,195.57,9344.675,1760306400000,1822967.09,SOLUSDT
2025-10-12 22:00:00,195.57,197.3,195.55,197.03,27476.606,1760307300000,5398627.71,SOLUSDT
2025-10-12 22:15:00,197.03,197.84,195.89,196.59,19465.827,1760308200000,3834971.73,SOLUSDT
2025-10-12 22:30:00,196.59,198.03,196.51,197.66,16324.927,1760309100000,3219626.6,SOLUSDT
2025-10-12 22:45:00,197.66,198.01,196.95,197.41,11782.267,1760310000000,2326997.13,SOLUSDT
2025-10-12 23:00:00,197.41,197.43,195.73,196.67,12205.981,1760310900000,2397525.87,SOLUSDT
2025-10-12 23:15:00,196.67,196.98,195.56,196.36,9378.691,1760311800000,1839797.5,SOLUSDT
2025-10-12 23:30:00,196.36,196.9,195.31,196.36,10592.155,1760312700000,2078395.53,SOLUSDT
2025-10-12 23:45:00,196.36,197.0,196.02,196.94,25186.356,1760313600000,4957153.26,SOLUSDT
2025-10-13 00:00:00,196.94,197.0,195.82,197.0,22312.029,1760314500000,4384577.79,SOLUSDT
2025-10-13 00:15:00,197.0,199.07,197.0,197.41,25241.332,1760315400000,4999362.23,SOLUSDT
2025-10-13 00:30:00,197.41,197.42,195.79,196.3,27854.518,1760316300000,5473564.78,SOLUSDT
2025-10-13 00:45:00,196.3,197.7,195.7,197.19,23602.286,1760317200000,4640095.99,SOLUSDT
2025-10-13 01:00:00,197.19,197.32,196.0,196.2,18595.179,1760318100000,3655338.28,SOLUSDT
2025-10-13 01:15:00,196.2,198.0,196.11,197.68,21047.286,1760319000000,4154896.45,SOLUSDT
2025-10-13 01:30:00,197.68,198.75,197.17,198.09,19823.622,1760319900000,3924697.47,SOLUSDT
2025-10-13 01:45:00,198.09,199.2,197.79,199.16,16400.502,1760320800000,3257064.59,SOLUSDT
2025-10-13 02:00:00,199.16,199.8,196.52,196.63,28058.485,1760321700000,5555213.87,SOLUSDT
2025-10-13 02:15:00,196.63,197.0,195.7,196.18,24782.096,1760322600000,4864255.48,SOLUSDT
2025-10-13 02:30:00,196.18,197.07,195.68,196.46,10932.447,1760323500000,2147305.7,SOLUSDT
2025-10-13 02:45:00,196.46,196.97,196.24,196.48,9655.905,1760324400000,1897943.21,SOLUSDT
2025-10-13 03:00:00,196.48,197.18,196.06,196.43,11219.807,1760325300000,2205821.59,SOLUSDT
2025-10-13 03:15:00,196.43,196.63,195.52,195.89,12365.443,1760326200000,2424841.19,SOLUSDT
2025-10-13 03:30:00,195.89,196.09,194.5,195.18,25224.257,1760327100000,4920918.25,SOLUSDT
2025-10-13 03:45:00,195.18,195.37,194.38,194.82,13279.452,1760328000000,2586069.14,SOLUSDT
2025-10-13 04:00:00,194.82,195.31,194.37,194.62,11655.209,1760328900000,2272344.87,SOLUSDT
2025-10-13 04:15:00,194.62,195.06,194.2,194.81,8691.026,1760329800000,1691471.68,SOLUSDT
2025-10-13 04:30:00,194.81,196.01,194.74,195.52,10099.603,1760330700000,1974772.7,SOLUSDT
2025-10-13 04:45:00,195.52,196.44,195.31,196.21,7779.189,1760331600000,1523447.09,SOLUSDT
2025-10-13 05:00:00,196.21,196.23,194.65,194.85,8507.698,1760332500000,1661302.86,SOLUSDT
2025-10-13 05:15:00,194.85,195.44,193.73,194.5,18491.025,1760333400000,3591179.59,SOLUSDT
2025-10-13 05:30:00,194.5,194.78,193.73,193.74,6833.82,1760334300000,1327208.94,SOLUSDT
2025-10-13 05:45:00,193.74,194.15,193.64,194.02,8409.079,1760335200000,1630079.52,SOLUSDT
2025-10-13 06:00:00,194.02,195.15,193.0,194.97,17892.893,1760336100000,3476675.36,SOLUSDT
