timestamp,open,high,low,close,volume,close_time,quote_volume,symbol
2025-10-12 21:15:00,4150.46,4152.86,4099.99,4121.82,8234.33902,1760304600000,34025630.65,ETHUSDT
2025-10-12 21:30:00,4121.82,4121.88,4082.09,4120.75,6993.34808,1760305500000,28686845.71,ETHUSDT
2025-10-12 21:45:00,4120.75,4135.24,4116.92,4133.8,2783.79573,1760306400000,11487840.68,ETHUSDT
2025-10-12 22:00:00,4133.8,4154.27,4111.0,4129.47,5661.26915,1760307300000,23404772.27,ETHUSDT
2025-10-12 22:15:00,4129.47,4143.92,4119.05,4126.79,3667.26039,1760308200000,15161540.83,ETHUSDT
2025-10-12 22:30:00,4126.79,4140.28,4126.62,4139.95,2464.23068,1760309100000,10188715.09,ETHUSDT
2025-10-12 22:45:00,4139.95,4150.71,4132.3,4134.47,3287.6695,1760310000000,13621095.49,ETHUSDT
2025-10-12 23:00:00,4134.47,4136.36,4119.79,4127.13,3502.16171,1760310900000,14450042.69,ETHUSDT
2025-10-12 23:15:00,4127.13,4143.11,4108.91,4140.12,4114.78949,1760311800000,16974587.94,ETHUSDT
2025-10-12 23:30:00,4140.12,4151.74,4133.08,4143.3,2622.30132,1760312700000,10862851.47,ETHUSDT
2025-10-12 23:45:00,4143.3,4160.3,4137.27,4151.52,3919.158,1760313600000,16274577.08,ETHUSDT
2025-10-13 00:00:00,4151.52,4154.48,4131.72,4146.99,6142.77674,1760314500000,25429882.98,ETHUSDT
2025-10-13 00:15:00,4146.99,4185.4,4146.99,4148.53,7858.80024,1760315400000,32729733.53,ETHUSDT
2025-10-13 00:30:00,4148.53,4149.71,4126.1,4132.21,6191.49569,1760316300000,25609513.7,ETHUSDT
2025-10-13 00:45:00,4132.21,4151.9,4123.99,4139.27,3921.08803,1760317200000,16230895.84,ETHUSDT
2025-10-13 01:00:00,4139.27,4149.92,4126.0,4136.85,4966.27433,1760318100000,20562412.67,ETHUSDT
2025-10-13 01:15:00,4136.85,4162.62,4130.59,4154.97,4265.28739,1760319000000,17698765.56,ETHUSDT
2025-10-13 01:30:00,4154.97,4174.84,4154.12,4164.79,2912.73042,1760319900000,12133763.29,ETHUSDT
2025-10-13 01:45:00,4164.79,4199.0,4162.36,4198.7,4467.67784,1760320800000,18688835.84,ETHUSDT
2025-10-13 02:00:00,4198.7,4219.0,4169.24,4171.33,7383.96353,1760321700000,30949990.46,ETHUSDT
2025-10-13 02:15:00,4171.33,4182.6,4159.18,4168.33,3566.26057,1760322600000,14876234.12,ETHUSDT
2025-10-13 02:30:00,4168.33,4175.56,4152.68,4159.75,3278.49131,1760323500000,13652585.63,ETHUSDT
2025-10-13 02:45:00,4159.75,4167.84,4154.96,4157.74,2584.69697,1760324400000,10756187,ETHUSDT
2025-10-13 03:00:00,4157.74,4169.1,4152.28,4163.62,3579.09887,1760325300000,14896233.49,ETHUSDT
2025-10-13 03:15:00,4163.62,4166.17,4153.66,4155.06,3010.3813,1760326200000,12520483.95,ETHUSDT
2025-10-13 03:30:00,4155.06,4157.17,4135.19,4143.65,3772.31365,1760327100000,15631998.5,ETHUSDT
2025-10-13 03:45:00,4143.65,4147.83,4131.84,4139.06,2376.74366,1760328000000,9836515.78,ETHUSDT
2025-10-13 04:00:00,4139.06,4146.19,4125.0,4127.18,2310.75227,1760328900000,9563078.67,ETHUSDT
2025-10-13 04:15:00,4127.18,4131.12,4115.38,4122.16,3202.43333,1760329800000,13204296.1,ETHUSDT
2025-10-13 04:30:00,4122.16,4137.26,4120.66,4127.9,3085.61634,1760330700000,12743778.59,ETHUSDT
2025-10-13 04:45:00,4127.9,4144.68,4123.78,4141.33,3614.08694,1760331600000,14929485.78,ETHUSDT
2025-10-13 05:00:00,4141.33,4144.02,4126.84,4132.2,1977.74369,1760332500000,8172943.25,ETHUSDT
2025-10-13 05:15:00,4132.2,4136.69,4122.6,4133.33,1590.6596,1760333400000,6567843.77,ETHUSDT
2025-10-13 05:30:00,4133.33,4138.27,4126.14,4126.14,1186.99519,1760334300000,4904308.11,ETHUSDT
2025-10-13 05:45:00,4126.14,4132.82,4123.88,4131.18,987.49547,1760335200000,4077652.48,ETHUSDT
2025-10-13 06:00:00,4131.18,4144.81,4116.02,4141.52,3055.21007,1760336100000,12625344.9,ETHUSDT
2025-10-13 06:15:00,4141.52,4159.39,4140.2,4159.34,2594.23247,1760337000000,10767126.27,ETHUSDT
2025-10-13 06:30:00,4159.34,4182.53,4152.78,4154.98,4195.78072,1760337900000,17491370.88,ETHUSDT
2025-10-13 06:45:00,4154.98,4173.66,4148.81,4169.18,2829.97399,1760338800000,11785302.42,ETHUSDT
2025-10-13 07:00:00,4169.18,4187.92,4158.51,4183.08,4216.35718,1760339700000,17611399.63,ETHUSDT
2025-10-13 07:15:00,4183.08,4194.25,4176.77,4188.21,3240.73796,1760340600000,13562693.64,ETHUSDT
2025-10-13 07:30:00,4188.21,4197.72,4177.84,4187.72,3568.73704,1760341500000,14949540.37,ETHUSDT
2025-10-13 07:45:00,4187.72,4187.72,4162.47,4177.83,3928.52667,1760342400000,16391392.68,ETHUSDT
2025-10-13 08:00:00,4177.83,4190.52,4169.63,4186.4,3145.2808,1760343300000,13146195.26,ETHUSDT
2025-10-13 08:15:00,4186.4,4194.92,4178.27,4185.15,1958.36301,1760344200000,8196734.18,ETHUSDT
2025-10-13 08:30:00,4185.15,4190.98,4173.16,4174.15,2345.20199,1760345100000,9810884.05,ETHUSDT
2025-10-13 08:45:00,4174.15,4182.95,4166.8,4174.6,1638.22088,1760346000000,6840211.05,ETHUSDT
2025-10-13 09:00:00,4174.6,4176.39,4147.21,4148.78,3218.35529,1760346900000,13394027.76,ETHUSDT
2025-10-13 09:15:00,4148.78,4156.7,4140.12,4147.94,2956.89626,1760347800000,12272026.85,ETHUSDT
2025-10-13 09:30:00,4147.94,4163.41,4146.14,4156.92,2143.50562,1760348700000,8907671.09,ETHUSDT
2025-10-13 09:45:00,4156.92,4165.13,4156.92,4164.03,1684.90472,1760349600000,7011285.68,ETHUSDT
2025-10-13 10:00:00,4164.03,4166.52,4149.81,4151.66,2609.38021,1760350500000,10849870.01,ETHUSDT
2025-10-13 10:15:00,4151.66,4160.11,4139.39,4153.34,2218.23202,1760351400000,9209346.42,ETHUSDT
2025-10-13 10:30:00,4153.34,4155.89,4143.46,4151.56,1277.41827,1760352300000,5299406.72,ETHUSDT
2025-10-13 10:45:00,4151.56,4160.56,4147.02,4150.83,1046.15257,1760353200000,4344415.84,ETHUSDT
2025-10-13 11:00:00,4150.83,4153.44,4113.91,4125.39,8612.20254,1760354100000,35570428.94,ETHUSDT
2025-10-13 11:15:00,4125.39,4130.01,4043.74,4044.06,8780.17875,1760355000000,35959522.56,ETHUSDT
2025-10-13 11:30:00,4044.06,4089.79,4043.73,4081.23,10678.3132,1760355900000,43503282.54,ETHUSDT
2025-10-13 11:45:00,4081.23,4095.54,4070.94,4079.67,3603.91289,1760356800000,14708621.13,ETHUSDT
2025-10-13 12:00:00,4079.67,4112.34,4056.04,4101.15,8174.00899,1760357700000,33409960.02,ETHUSDT
2025-10-13 12:15:00,4101.15,4110.01,4089.21,4107.75,2402.88915,1760358600000,9846495.81,ETHUSDT
2025-10-13 12:30:00,4107.75,4133.13,4101.88,4117.44,4086.40607,1760359500000,16838800.84,ETHUSDT
2025-10-13 12:45:00,4117.44,4125.4,4087.16,4097.24,6254.90025,1760360400000,25653760.71,ETHUSDT
2025-10-13 13:00:00,4097.24,4112.7,4093.06,4100.36,6291.84252,1760361300000,25825318.55,ETHUSDT
2025-10-13 13:15:00,4100.36,4117.29,4095.71,4101.74,4953.56927,1760362200000,20330201.02,ETHUSDT
2025-10-13 13:30:00,4101.74,4179.07,4101.74,4136.0,16704.67862,1760363100000,69211443.6,ETHUSDT
2025-10-13 13:45:00,4136.0,4170.0,4117.32,4164.56,6570.43889,1760364000000,27240037.04,ETHUSDT
2025-10-13 14:00:00,4164.56,4175.68,4128.12,4137.36,5315.0925,1760364900000,22068288.74,ETHUSDT
2025-10-13 14:15:00,4137.36,4145.39,4097.4,4109.49,7197.7268,1760365800000,29613137.04,ETHUSDT
2025-10-13 14:30:00,4109.49,4132.89,4085.0,4111.88,6877.79796,1760366700000,28258997.46,ETHUSDT
2025-10-13 14:45:00,4111.88,4116.48,4081.54,4095.44,7830.89812,1760367600000,32068354.28,ETHUSDT
2025-10-13 15:00:00,4095.44,4127.45,4093.23,4115.24,7829.19976,1760368500000,32162270.62,ETHUSDT
2025-10-13 15:15:00,4115.24,4140.76,4112.92,4116.89,5729.51443,1760369400000,23634344.04,ETHUSDT
2025-10-13 15:30:00,4116.89,4139.56,4116.19,4121.44,2971.94167,1760370300000,12262527.88,ETHUSDT
2025-10-13 15:45:00,4121.44,4147.78,4121.11,4134.9,3162.01405,1760371200000,13077170.88,ETHUSDT
2025-10-13 16:00:00,4134.9,4163.42,4133.26,4149.63,4955.43962,1760372100000,20563387.41,ETHUSDT
2025-10-13 16:15:00,4149.63,4167.38,4128.48,4151.87,5995.96267,1760373000000,24880613.19,ETHUSDT
2025-10-13 16:30:00,4151.87,4154.55,4140.58,4141.58,2792.15871,1760373900000,11579203.21,ETHUSDT
2025-10-13 16:45:00,4141.58,4173.12,4139.31,4164.3,4053.14709,1760374800000,16866609.66,ETHUSDT
2025-10-13 17:00:00,4164.3,4188.6,4156.89,4163.58,5099.1343,1760375700000,21276380.62,ETHUSDT
2025-10-13 17:15:00,4163.58,4173.12,4157.73,4167.85,1798.13077,1760376600000,7488220.02,ETHUSDT
2025-10-13 17:30:00,4167.85,4187.15,4161.01,4182.79,4173.26249,1760377500000,17438989.22,ETHUSDT
2025-10-13 17:45:00,4182.79,4237.72,4170.02,4236.04,8795.81317,1760378400000,36952359.99,ETHUSDT
2025-10-13 18:00:00,4236.04,4236.04,4199.22,4205.28,4593.38571,1760379300000,19373586.18,ETHUSDT
2025-10-13 18:15:00,4205.28,4229.81,4205.15,4227.74,2772.79768,1760380200000,11700306.17,ETHUSDT
2025-10-13 18:30:00,4227.74,4235.17,4216.46,4235.05,3274.06014,1760381100000,13837412,ETHUSDT
2025-10-13 18:45:00,4235.05,4238.2,4213.49,4227.55,2223.95873,1760382000000,9394822.71,ETHUSDT
2025-10-13 19:00:00,4227.55,4251.84,4222.63,4251.2,4665.59584,1760382900000,19771683.24,ETHUSDT
2025-10-13 19:15:00,4251.2,4264.55,4240.72,4247.88,5117.44765,1760383800000,21767379.66,ETHUSDT
2025-10-13 19:30:00,4247.88,4265.15,4243.76,4264.3,3167.35215,1760384700000,13481739.66,ETHUSDT
2025-10-13 19:45:00,4264.3,4270.38,4248.78,4251.45,5534.9888,1760385600000,23586648.26,ETHUSDT
2025-10-13 20:00:00,4251.45,4266.99,4249.83,4260.71,2746.11262,1760386500000,11697467.13,ETHUSDT
2025-10-13 20:15:00,4260.71,4261.51,4243.64,4249.32,2416.77634,1760387400000,10275253.76,ETHUSDT
2025-10-13 20:30:00,4249.32,4261.86,4242.89,4255.16,2430.10731,1760388300000,10332456.28,ETHUSDT
2025-10-13 20:45:00,4255.16,4290.0,4255.15,4285.52,5175.60766,1760389200000,22114441.51,ETHUSDT
2025-10-13 21:00:00,4285.52,4291.15,4266.41,4267.12,3538.15687,1760390100000,15132628.6,ETHUSDT
2025-10-13 21:15:00,4267.12,4280.62,4263.66,4266.42,2087.79898,1760391000000,8921915.14,ETHUSDT
2025-10-13 21:30:00,4266.42,4269.6,4258.95,4265.11,1137.41661,1760391900000,4851367.17,ETHUSDT
2025-10-13 21:45:00,4265.11,4265.87,4254.37,4257.48,948.6659,1760392800000,4040408.14,ETHUSDT
2025-10-13 22:00:00,4257.48,4271.31,4254.4,4260.97,2054.1382,1760393700000,8758074.05,ETHUSDT
2025-10-13 22:15:00,4260.97,4267.64,4251.28,4252.61,1538.80659,1760394600000,6555664.12,ETHUSDT
2025-10-13 22:30:00,4252.61,4265.26,4251.46,4264.21,1020.99989,1760395500000,4350203.11,ETHUSDT
2025-10-13 22:45:00,4264.21,4275.27,4261.03,4270.18,1183.57955,1760396400000,5053617.52,ETHUSDT
2025-10-13 23:00:00,4270.18,4270.18,4253.35,4255.35,2086.21634,1760397300000,8887005.16,ETHUSDT
2025-10-13 23:15:00,4255.35,4259.7,4248.72,4250.64,1888.18025,1760398200000,8028903.03,ETHUSDT
2025-10-13 23:30:00,4250.64,4254.84,4235.68,4243.39,2155.99219,1760399100000,9152715.8,ETHUSDT
2025-10-13 23:45:00,4243.39,4243.79,4236.31,4240.16,1277.2646,1760400000000,5415373.88,ETHUSDT
2025-10-14 00:00:00,4240.16,4246.67,4234.82,4235.73,1329.82054,1760400900000,5637968.85,ETHUSDT
2025-10-14 00:15:00,4235.73,4256.81,4235.14,4250.3,1904.87166,1760401800000,8093487.37,ETHUSDT
2025-10-14 00:30:00,4250.3,4262.64,4243.82,4247.77,2117.37161,1760402700000,9004987.98,ETHUSDT
2025-10-14 00:45:00,4247.77,4247.77,4227.0,4241.61,2477.54486,1760403600000,10491693.5,ETHUSDT
2025-10-14 01:00:00,4241.61,4243.09,4202.6,4216.64,5561.96953,1760404500000,23453390.61,ETHUSDT
2025-10-14 01:15:00,4216.64,4230.7,4213.62,4223.0,2533.80317,1760405400000,10703164.91,ETHUSDT
2025-10-14 01:30:00,4223.0,4227.62,4214.18,4219.6,1070.29628,1760406300000,4516872.05,ETHUSDT
2025-10-14 01:45:00,4219.6,4219.88,4202.18,4210.52,1733.48292,1760407200000,7298329.59,ETHUSDT
2025-10-14 02:00:00,4210.52,4210.8,4193.26,4201.11,3023.09661,1760408100000,12706001.31,ETHUSDT
2025-10-14 02:15:00,4201.11,4206.69,4182.01,4190.62,4356.65719,1760409000000,18265792.75,ETHUSDT
2025-10-14 02:30:00,4190.62,4198.56,4178.49,4181.94,3561.32632,1760409900000,14913602.58,ETHUSDT
2025-10-14 02:45:00,4181.94,4185.84,4167.1,4172.12,3639.92236,1760410800000,15193486.04,ETHUSDT
2025-10-14 03:00:00,4172.12,4173.79,4140.11,4152.56,7998.67414,1760411700000,33221962.74,ETHUSDT
2025-10-14 03:15:00,4152.56,4163.32,4136.9,4140.1,4570.15056,1760412600000,18969679.1,ETHUSDT
2025-10-14 03:30:00,4140.1,4155.32,4137.45,4152.81,2996.14621,1760413500000,12426972.3,ETHUSDT
2025-10-14 03:45:00,4152.81,4165.0,4150.05,4152.63,3418.39034,1760414400000,14221184.08,ETHUSDT
2025-10-14 04:00:00,4152.63,4159.88,4138.29,4149.44,3383.98257,1760415300000,14045872.16,ETHUSDT
2025-10-14 04:15:00,4149.44,4158.14,4139.85,4155.0,2408.57337,1760416200000,9992487.4,ETHUSDT
2025-10-14 04:30:00,4155.0,4155.0,4115.2,4122.68,5478.41006,1760417100000,22622825.64,ETHUSDT
